347904,49,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360840,149,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL
366817,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93
375941,45,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL
392485,75,26,NULL,NULL,26,NULL,NULL,NULL,NULL
400048,123,NULL,33,NULL,NULL,NULL,NULL,NULL,26
402081,96,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402531,63,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430775,361,NULL,NULL,211,NULL,NULL,104,28,NULL
469029,48,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL
474563,208,NULL,NULL,NULL,47,NULL,NULL,NULL,NULL
476024,85,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484780,184,NULL,NULL,100,NULL,NULL,53,NULL,NULL
489260,65,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL
492361,32,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509205,82,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL
518004,75,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL
554279,108,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL
559827,144,NULL,NULL,NULL,65,NULL,NULL,NULL,NULL
605737,48,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL
618948,39,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL
633438,163,88,NULL,45,NULL,NULL,27,NULL,NULL
657477,189,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666487,61,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
678855,169,NULL,NULL,39,NULL,NULL,43,66,NULL
706295,124,NULL,38,21,NULL,NULL,NULL,NULL,NULL
706363,90,NULL,NULL,29,NULL,NULL,42,NULL,NULL
712104,115,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
729820,219,24,NULL,NULL,NULL,NULL,55,NULL,NULL
805660,48,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL
815295,47,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL
822229,125,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL
850366,172,NULL,29,24,NULL,NULL,NULL,NULL,NULL
852063,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75
864027,111,20,NULL,NULL,NULL,NULL,NULL,NULL,34
865188,83,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL
891814,50,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL
961363,75,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL
977800,90,NULL,61,NULL,NULL,37,NULL,NULL,NULL
1000510,145,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL
1012885,31,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL
1062328,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1076743,96,NULL,NULL,74,NULL,NULL,NULL,21,NULL
1145674,44,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
1218317,75,NULL,20,NULL,25,NULL,NULL,NULL,NULL
1225880,36,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
1251684,87,NULL,NULL,NULL,NULL,NULL,23,50,NULL
1376885,56,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL
1415064,57,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
1432144,36,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1448906,47,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL
1488814,41,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL
1501457,28,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
1555823,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,141
1641552,44,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL
1647457,66,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL
1665416,62,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL
1682403,28,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1701087,53,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1732418,102,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
1770579,31,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1785730,84,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL
1798187,119,NULL,NULL,NULL,30,NULL,NULL,NULL,60
1827417,95,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1854382,125,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1903668,34,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1906076,36,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL
2001811,52,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
2059996,83,NULL,NULL,26,NULL,NULL,25,26,NULL
2077201,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23
2186744,51,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL
2193957,30,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2200766,36,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL
2268997,139,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL
2394816,110,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2535611,116,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL
2569042,73,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL
2611440,86,NULL,NULL,NULL,35,NULL,NULL,NULL,31
2614691,50,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2707697,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
2786156,134,NULL,34,30,NULL,NULL,NULL,NULL,48
2840111,27,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2877029,73,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL
2910721,42,NULL,NULL,23,NULL,NULL,40,NULL,NULL
2911357,202,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL
3014866,87,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL
3117628,67,NULL,NULL,NULL,NULL,23,27,NULL,NULL
3165621,99,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL
3484093,25,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
3511819,82,NULL,NULL,NULL,62,NULL,NULL,NULL,NULL
3547347,86,34,NULL,23,NULL,NULL,NULL,NULL,NULL
3554485,43,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL
3577195,71,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3590067,256,NULL,NULL,NULL,238,NULL,NULL,NULL,NULL
3603935,52,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL
3668129,142,NULL,49,NULL,NULL,NULL,NULL,NULL,22
3736649,30,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3900951,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29
4274475,186,NULL,NULL,45,NULL,NULL,58,30,NULL
4279598,68,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4294506,23,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
4348643,62,24,NULL,NULL,NULL,NULL,26,NULL,NULL
4352930,173,NULL,NULL,NULL,143,NULL,NULL,NULL,NULL
4414359,97,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL
4505493,24,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
4513163,32,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4782067,74,NULL,NULL,24,NULL,NULL,24,37,NULL
4888684,53,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4958965,57,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5029893,54,NULL,NULL,41,NULL,NULL,42,NULL,NULL
214,111,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1569,97,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4411,103,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL
17211,88,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28190,118,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL
46810,79,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51841,71,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54964,515,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL
72014,31,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79685,42,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL
93770,59,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105570,79,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108714,37,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113124,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32
121665,49,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
147601,130,NULL,52,NULL,NULL,NULL,NULL,26,NULL
157027,54,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL
166940,102,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
211528,194,NULL,29,NULL,NULL,NULL,NULL,NULL,59
222892,39,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL
233254,151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130
239219,613,NULL,NULL,NULL,NULL,64,NULL,NULL,NULL
265627,45,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286802,106,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL
337055,47,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL
342518,31,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL
346332,213,70,NULL,NULL,NULL,NULL,NULL,NULL,127
348938,78,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350810,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53
409102,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41
418413,347,NULL,NULL,89,118,NULL,46,NULL,NULL
434089,38,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL
444668,49,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL
453590,83,NULL,30,23,NULL,NULL,NULL,NULL,NULL
481602,157,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL
485978,28,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
504864,40,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
545127,334,NULL,175,NULL,NULL,NULL,NULL,NULL,55
578615,75,NULL,27,NULL,NULL,64,NULL,NULL,NULL
607846,55,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL
627098,75,NULL,NULL,24,NULL,NULL,51,NULL,NULL
638028,103,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL
675100,131,28,NULL,NULL,NULL,NULL,NULL,NULL,44
680578,94,NULL,NULL,28,NULL,NULL,24,28,NULL
709426,63,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL
730265,47,NULL,NULL,NULL,35,NULL,NULL,NULL,NULL
767920,79,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
771964,35,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL
774236,128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59
785349,299,NULL,102,21,NULL,NULL,NULL,NULL,NULL
813159,99,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL
831913,64,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
862380,170,NULL,NULL,NULL,156,NULL,NULL,NULL,NULL
874927,32,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
894532,509,NULL,31,90,NULL,46,NULL,32,NULL
896670,40,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
914054,53,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
967232,50,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL
1025475,105,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1060205,121,NULL,23,54,NULL,NULL,37,NULL,NULL
1077485,98,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
1088313,41,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL
1146022,119,NULL,NULL,56,NULL,NULL,22,NULL,NULL
1155650,166,26,NULL,NULL,NULL,NULL,NULL,NULL,122
1169720,99,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1179880,41,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1187936,37,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
1191027,106,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL
1274425,30,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1318162,71,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL
1335340,43,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
1357015,177,NULL,NULL,NULL,24,NULL,21,NULL,NULL
1447048,35,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL
1479536,33,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1522454,112,NULL,34,NULL,20,NULL,NULL,NULL,NULL
1576804,82,NULL,NULL,NULL,30,NULL,NULL,NULL,21
1601336,80,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL
1658526,24,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL
1737425,184,NULL,NULL,51,NULL,30,NULL,NULL,NULL
1766890,67,NULL,NULL,NULL,NULL,54,NULL,NULL,NULL
1768343,59,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1821057,44,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1882740,122,NULL,NULL,103,NULL,NULL,105,NULL,NULL
2091346,36,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL
2136202,108,NULL,NULL,31,NULL,NULL,89,NULL,NULL
2155605,200,NULL,44,NULL,NULL,167,NULL,NULL,NULL
2274782,43,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL
2436175,267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150
2456263,122,NULL,NULL,47,NULL,NULL,NULL,NULL,NULL
2474681,30,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL
2548283,91,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL
2591316,33,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL
2592903,37,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2699580,65,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2714301,221,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL
2737131,73,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL
2794221,50,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL
2817602,42,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL
2886575,81,NULL,NULL,NULL,54,NULL,NULL,NULL,NULL
2895667,68,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2895833,38,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL
3013623,62,NULL,NULL,26,NULL,NULL,26,NULL,NULL
3042971,25,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL
3067018,30,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL
3276411,35,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
3317808,71,NULL,22,NULL,27,NULL,NULL,NULL,NULL
3384458,37,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3650835,47,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL
3929933,112,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL
3992939,27,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL
4139143,65,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL
4708186,53,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
4806820,59,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL
4853331,46,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL
4880924,121,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5098454,39,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5143208,39,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL
5149345,137,NULL,56,47,NULL,NULL,NULL,NULL,NULL
5549354,87,NULL,NULL,47,NULL,NULL,20,NULL,NULL
5661749,71,NULL,NULL,29,NULL,NULL,NULL,NULL,NULL
5942100,95,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
6022937,28,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL
6164172,292,NULL,NULL,20,23,NULL,NULL,NULL,83
6216235,59,NULL,NULL,29,NULL,NULL,NULL,NULL,NULL
6723642,27,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
7301792,332,NULL,NULL,NULL,148,NULL,21,NULL,NULL
7307172,94,NULL,NULL,NULL,37,NULL,NULL,NULL,NULL
7952542,52,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL
7996196,38,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL
8188120,62,NULL,NULL,NULL,58,NULL,NULL,NULL,NULL
8535087,27,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
8891397,107,NULL,40,30,NULL,NULL,NULL,NULL,NULL
4376,138,NULL,NULL,26,NULL,NULL,32,29,NULL
7603,43,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
68452,77,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL
70339,83,NULL,NULL,NULL,NULL,NULL,45,NULL,NULL
87238,45,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL
87302,121,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112355,49,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117069,105,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120243,81,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130758,424,210,90,NULL,32,NULL,NULL,NULL,25
133566,102,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156458,559,NULL,NULL,NULL,94,NULL,NULL,NULL,52
197606,74,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL
223863,46,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL
270287,350,39,NULL,NULL,NULL,NULL,NULL,NULL,64
274601,33,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312907,206,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332578,477,NULL,NULL,62,NULL,55,NULL,NULL,NULL
336186,123,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337522,254,NULL,22,88,NULL,NULL,79,43,NULL
339428,136,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL
365985,195,NULL,NULL,57,NULL,NULL,27,NULL,NULL
378968,36,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
403455,194,NULL,73,NULL,NULL,79,NULL,NULL,NULL
420667,51,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456065,114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38
469935,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114
484390,88,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486262,35,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL
495488,49,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL
508175,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27
586706,107,NULL,NULL,NULL,NULL,NULL,23,35,NULL
604388,49,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL
606543,61,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL
630407,83,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
632998,106,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL
654928,142,NULL,42,21,NULL,NULL,NULL,NULL,26
661078,37,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL
809565,111,NULL,22,NULL,NULL,54,NULL,NULL,NULL
846550,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35
863564,76,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL
863713,101,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL
896588,64,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL
901083,42,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
915672,324,NULL,22,129,NULL,NULL,42,NULL,NULL
968801,196,NULL,NULL,87,NULL,20,NULL,NULL,NULL
982824,32,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
985383,92,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL
993588,55,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL
1003363,27,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
1009466,240,NULL,NULL,64,NULL,NULL,51,30,NULL
1021115,47,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1026459,159,33,NULL,47,NULL,NULL,28,NULL,NULL
1038812,47,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL
1039044,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
1143917,69,NULL,NULL,33,NULL,NULL,28,NULL,NULL
1162201,43,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1166981,55,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1173112,104,NULL,26,NULL,NULL,NULL,NULL,30,NULL
1174750,115,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1174869,237,NULL,50,NULL,NULL,186,NULL,NULL,NULL
1185997,56,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL
1192466,41,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1205868,28,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL
1221444,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
1340755,135,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1352755,282,NULL,NULL,NULL,NULL,98,NULL,NULL,NULL
1368216,29,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL
1383356,260,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL
1420724,48,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL
1489095,40,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL
1561559,58,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL
1615192,58,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1665662,35,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1699388,38,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL
1760858,45,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL
1770601,185,NULL,54,NULL,29,NULL,NULL,NULL,26
1775598,77,NULL,NULL,21,NULL,NULL,NULL,33,NULL
1837134,45,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL
1956207,115,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL
2006447,115,NULL,NULL,38,NULL,NULL,27,NULL,NULL
2062450,65,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
2098614,86,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL
2161954,38,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL
2231512,35,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL
2329714,79,NULL,NULL,NULL,52,NULL,NULL,NULL,NULL
2532674,98,NULL,43,NULL,NULL,64,NULL,NULL,NULL
2599052,73,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL
2606389,43,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2894847,26,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL
3059850,83,NULL,NULL,NULL,NULL,NULL,21,22,NULL
3127653,113,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL
3133418,33,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
3142625,58,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL
3165438,63,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3288493,33,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL
3312425,56,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL
3451339,131,NULL,NULL,27,88,NULL,NULL,NULL,NULL
3518757,121,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
3523756,40,NULL,22,NULL,NULL,24,NULL,NULL,NULL
3664123,54,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL
3733481,26,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3811108,32,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL
3924118,223,NULL,33,NULL,85,NULL,NULL,NULL,24
3976630,59,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL
4258834,38,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL
4682815,90,NULL,NULL,46,NULL,NULL,46,42,NULL
4683166,63,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL
4694781,313,NULL,NULL,167,NULL,NULL,NULL,NULL,NULL
5095128,187,NULL,NULL,84,NULL,NULL,NULL,NULL,NULL
5191073,162,29,NULL,NULL,NULL,NULL,NULL,NULL,96
5220270,91,NULL,NULL,39,NULL,NULL,41,20,NULL
5348875,224,33,NULL,NULL,NULL,NULL,NULL,NULL,51
5383767,66,NULL,NULL,32,NULL,NULL,22,NULL,NULL
5398160,54,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5421539,293,NULL,NULL,50,NULL,31,NULL,NULL,NULL
5499302,26,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL
5504718,64,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL
5523066,168,NULL,NULL,85,NULL,NULL,23,NULL,NULL
5967886,59,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL
6412823,197,33,NULL,37,NULL,25,32,NULL,NULL
6659095,59,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL
6662773,22,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
6690200,49,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL
6753906,31,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
6792646,61,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL
7162477,109,NULL,NULL,NULL,NULL,NULL,NULL,35,NULL
7537454,70,NULL,NULL,59,NULL,NULL,NULL,NULL,NULL
7635909,25,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7803448,52,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL
8270077,218,NULL,NULL,NULL,111,NULL,NULL,NULL,NULL
8627559,53,NULL,NULL,NULL,46,NULL,NULL,NULL,NULL
10093744,26,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11831806,39,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
12018720,91,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL
9250482,48,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11788255,42,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL
12089796,27,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL
14684140,33,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL
912,67,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
1348,87,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
8368,211,33,NULL,NULL,NULL,NULL,NULL,NULL,89
12503,163,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13005,893,NULL,32,NULL,21,NULL,NULL,NULL,501
24744,83,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL
26339,86,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53885,42,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54426,102,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
73137,36,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73603,160,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL
100652,497,97,NULL,32,NULL,NULL,NULL,NULL,NULL
115751,256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169
126483,212,56,NULL,NULL,NULL,NULL,20,NULL,NULL
146780,795,NULL,22,NULL,NULL,NULL,NULL,NULL,644
166291,28,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172543,62,NULL,NULL,NULL,NULL,23,NULL,NULL,20
200317,191,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL
215234,179,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
