1088244,92,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL
1179317,133,NULL,NULL,NULL,123,NULL,NULL,NULL,NULL
1180519,191,25,NULL,40,NULL,NULL,42,NULL,NULL
1192728,309,NULL,126,NULL,NULL,86,NULL,NULL,NULL
1197699,24,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
1215460,40,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
1223946,39,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
1260882,114,NULL,28,NULL,NULL,22,NULL,NULL,NULL
1262477,146,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL
1279200,141,NULL,29,NULL,NULL,50,NULL,41,NULL
1297641,121,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL
1315400,39,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL
1454671,32,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
1458617,343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196
1503237,127,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL
1519058,95,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL
1526669,31,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL
1553886,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55
1633931,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27
1845545,83,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1873994,56,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL
2145138,47,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL
2178164,39,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL
2302661,216,NULL,NULL,79,NULL,NULL,31,37,NULL
2310594,97,NULL,NULL,42,NULL,NULL,43,NULL,NULL
2324298,163,NULL,NULL,NULL,134,NULL,NULL,NULL,NULL
2333145,31,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL
2377399,209,56,NULL,NULL,NULL,NULL,NULL,NULL,45
2485799,26,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL
2781852,40,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL
2808624,43,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL
2872191,60,NULL,NULL,36,NULL,NULL,23,NULL,NULL
3186358,60,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL
3196511,33,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3338710,29,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3413239,67,NULL,NULL,NULL,38,NULL,NULL,NULL,NULL
3428422,47,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4261131,50,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4364145,26,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4510954,95,46,NULL,NULL,26,NULL,NULL,NULL,NULL
5019550,38,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL
5319229,103,NULL,NULL,NULL,54,NULL,NULL,NULL,NULL
5438323,29,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL
5679985,102,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL
5735244,59,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL
5757338,52,NULL,NULL,NULL,47,NULL,NULL,NULL,NULL
5890572,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
5941778,41,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL
6108366,30,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
7180331,35,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL
7930353,57,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8442666,153,NULL,43,NULL,NULL,149,NULL,NULL,NULL
9119186,68,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL
10234240,54,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL
11579387,49,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL
338,129,24,22,NULL,NULL,NULL,NULL,NULL,NULL
4257,124,NULL,25,31,NULL,NULL,NULL,NULL,NULL
6722,126,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7708,49,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL
8026,46,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL
41021,326,26,NULL,51,NULL,NULL,NULL,37,NULL
41543,134,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84234,27,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
108234,101,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130015,267,112,NULL,29,NULL,NULL,53,NULL,NULL
162296,72,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173292,55,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL
185235,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37
214547,96,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL
218284,139,NULL,22,NULL,NULL,46,NULL,NULL,NULL
230884,171,NULL,NULL,NULL,49,NULL,NULL,NULL,36
239333,82,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
266827,70,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL
276101,624,NULL,506,NULL,NULL,NULL,NULL,NULL,NULL
283296,421,NULL,NULL,NULL,166,NULL,NULL,NULL,NULL
285550,144,NULL,23,NULL,NULL,130,NULL,NULL,NULL
322897,47,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL
